,Date,Open,High,Low,Last,Close,Volume,Total Traded,MA50,MA200,returns,Cumulative Return
15,2016-01-25,345.5,345.5,331.15,333.6,332.6,6106931,2109944660.5,298.4442066805845,288.0230957653457,-0.0203240058910161,0.8275690470266237
16,2016-01-27,338.0,341.0,333.2,336.9,337.05,8333202,2816622276.0,298.4442066805845,288.0230957653457,0.0133794347564641,0.8386414530977857
17,2016-01-28,336.3,341.4,332.3,333.85,334.2,13153617,4423561397.1,298.4442066805845,288.0230957653457,-0.0084557187360926,0.8315501368499628
18,2016-01-29,332.0,340.6,324.2,336.9,336.9,10350998,3436531336.0,298.4442066805845,288.0230957653457,0.0080789946140036,0.8382682259268477
19,2016-02-01,338.75,342.4,332.25,335.25,338.5,6563774,2223478442.5,298.4442066805845,288.0230957653457,0.0047491837340458,0.8422493157501869
20,2016-02-02,343.8,344.7,327.7,329.0,329.55,9179304,3155844715.2000003,298.4442066805845,288.0230957653457,-0.0264401772525848,0.8199800945508836
21,2016-02-03,325.55,325.95,317.05,320.95,320.3,6685445,2176446619.75,298.4442066805845,288.0230957653457,-0.0280685783644363,0.7969644190097043
22,2016-02-04,325.3,329.3,321.2,327.05,325.5,6086981,1980094919.3,298.4442066805845,288.0230957653457,0.0162347798938495,0.8099029609355566
23,2016-02-05,330.5,339.0,326.65,336.7,337.1,9236577,3052688698.5,298.4442066805845,288.0230957653457,0.0356374807987711,0.8387658621547653
24,2016-02-08,334.95,334.95,321.35,322.45,323.5,6974342,2336055852.9,298.4442066805845,288.0230957653457,-0.0403441115396026,0.8049265986563825
25,2016-02-09,319.5,322.65,308.8,311.05,310.65,12489713,3990463303.5,298.4442066805845,288.0230957653457,-0.0397217928902627,0.77295347101269
26,2016-02-10,309.85,309.95,288.25,288.7,291.55,21756193,6741156401.05,298.4442066805845,288.0230957653457,-0.0546984863589664,0.725429211246579
27,2016-02-11,298.5,300.0,265.8,271.3,276.35,21632886,6457416471.0,298.4442066805845,288.0230957653457,-0.0521351397701937,0.6876088579248572
28,2016-02-12,281.0,303.95,271.6,296.05,298.35,21542152,6053344712.0,298.4442066805845,288.0230957653457,0.0547975818590384,0.7423488429957704
29,2016-02-15,297.9,320.75,297.7,316.05,317.25,18888699,5626943432.099999,298.4442066805845,288.0230957653457,0.0547975818590384,0.7893754665339641
30,2016-02-16,319.4,324.2,298.9,301.8,301.15,13598374,4343320655.599999,298.4442066805845,288.0230957653457,-0.0507486209613869,0.7493157501866139
31,2016-02-17,302.95,313.5,298.65,312.1,310.15,13717526,4155724501.7,298.4442066805845,288.0230957653457,0.0298854391499252,0.7717093804428965
32,2016-02-18,315.15,319.1,306.2,312.15,314.0,12498247,3938822542.05,298.4442066805845,288.0230957653457,0.0124133483798163,0.7812888778303064
33,2016-02-19,312.1,320.0,311.1,318.05,318.2,7706462,2405186790.2000003,298.4442066805845,288.0230957653457,0.0133757961783438,0.7917392386165716
34,2016-02-22,320.0,324.2,313.6,319.8,318.85,8699779,2783929280.0,298.4442066805845,288.0230957653457,0.0020427404148335,0.7933565563573032
35,2016-02-23,324.0,324.75,314.45,317.5,318.55,11635881,3770025444.0,298.4442066805845,288.0230957653457,-0.0009408812921436,0.792610102015427
36,2016-02-24,316.0,316.0,304.75,306.55,306.3,7629905,2411049980.0,298.4442066805845,288.0230957653457,-0.0384555014911316,0.7621298830554868
37,2016-02-25,309.8,312.2,296.2,299.7,298.2,12959812,4014949757.6,298.4442066805845,288.0230957653457,-0.0264446620959843,0.7419756158248323
38,2016-02-26,303.2,305.2,297.6,302.25,301.8,9181680,2783885376.0,298.4442066805845,288.0230957653457,0.0120724346076459,0.7509330679273454
39,2016-02-29,303.2,305.75,290.25,300.0,299.7,12607181,3822497279.2,298.4442066805845,288.0230957653457,-0.0069582504970179,0.7457078875342127
40,2016-03-01,301.1,317.0,301.1,315.0,315.35,11440045,3444597549.5000005,298.4442066805845,288.0230957653457,0.0522188855522189,0.7846479223687487
41,2016-03-02,322.9,326.0,314.35,316.55,317.1,12418149,4009820312.1,298.4442066805845,288.0230957653457,0.0055493895671476,0.7890022393630259
42,2016-03-03,324.5,339.8,321.5,337.0,336.7,12844057,4167896496.5,298.4442066805845,288.0230957653457,0.0547975818590384,0.8377705896989303
43,2016-03-04,340.15,348.75,338.65,343.45,343.5,8197520,2788386428.0,298.4442066805845,288.0230957653457,0.0201960201960202,0.8546902214481217
44,2016-03-08,346.5,353.75,341.5,345.5,346.05,7888999,2733538153.5,298.4442066805845,288.0230957653457,0.0074235807860263,0.8610350833540685
45,2016-03-09,339.9,349.0,336.0,347.75,347.7,6383925,2169896107.5,298.4442066805845,288.0230957653457,0.0047680970957952,0.865140582234387
46,2016-03-10,347.0,353.6,341.4,348.2,348.5,7443048,2582737656.0,298.4442066805845,288.0230957653457,0.002300834052344,0.8671311271460566
47,2016-03-11,348.5,355.9,345.15,353.35,354.25,7641330,2663003505.0,298.4442066805845,288.0230957653457,0.0164992826398853,0.8814381686986816
48,2016-03-14,359.9,370.55,358.95,365.5,366.45,13066837,4702754636.299999,333.362,288.0230957653457,0.0344389555398729,0.9117939786016426
49,2016-03-15,366.9,370.7,359.55,361.2,360.4,9800731,3595888203.9,332.53200000000004,288.0230957653457,-0.01650975576477,0.8967404827071415
50,2016-03-16,359.95,362.75,353.3,362.0,359.55,7554537,2719255593.15,332.182,288.0230957653457,-0.0023584905660376,0.8946255287384927
51,2016-03-17,366.9,367.4,358.6,359.5,360.9,6914296,2536855202.4,331.911,288.0230957653457,0.0037546933667083,0.897984573276935
52,2016-03-18,362.5,367.8,362.5,366.05,366.05,6594019,2390331887.5,331.914,288.0230957653457,0.014269880853422,0.910798706145808
53,2016-03-21,367.25,375.5,365.75,374.85,374.7,9325793,3424897479.25,332.537,288.0230957653457,0.0236306515503346,0.9323214730032352
54,2016-03-22,376.95,381.5,370.4,376.0,377.2,8909026,3358257350.7,333.014,288.0230957653457,0.0066720042700827,0.9385419258522024
55,2016-03-23,378.0,379.45,374.05,376.0,377.0,5766182,2179616796.0,333.35,288.0230957653457,-0.0005302226935312,0.9380442896242852
56,2016-03-28,375.5,375.5,361.5,364.0,363.3,8062793,3027578771.5,333.516,288.0230957653457,-0.036339522546419,0.903956208011944
57,2016-03-29,364.0,378.95,363.05,371.65,372.45,9364810,3408790840.0,333.673,288.0230957653457,0.0251857968620974,0.9267230654391646
58,2016-03-30,380.5,391.5,376.8,391.1,388.6,10295891,3917586525.5,334.35900000000004,288.0230957653457,0.0433615250369177,0.966907190843494
59,2016-03-31,387.9,393.6,380.5,388.7,386.6,10738707,4165544445.3,335.265,288.0230957653457,-0.0051466803911477,0.96193082856432
60,2016-04-01,386.4,386.4,377.7,380.15,379.65,5683771,2196209114.4,336.05400000000003,288.0230957653457,-0.0179772374547336,0.9446379696441908
61,2016-04-04,385.95,391.0,382.4,387.4,388.4,6011729,2320226807.55,336.73900000000003,288.0230957653457,0.0230475437903332,0.9664095546155766
62,2016-04-05,386.0,386.0,369.0,370.05,370.5,6058241,2338481026.0,337.30400000000003,288.0230957653457,-0.0460865087538618,0.9218711122169702
63,2016-04-06,373.7,382.4,372.05,376.25,376.7,7323269,2736705625.3,338.26700000000005,288.0230957653457,0.0167341430499325,0.9372978352824094
64,2016-04-07,375.95,384.8,370.3,375.2,375.2,8724110,3279829154.5,338.981,288.0230957653457,-0.0039819485001327,0.9335655635730288
65,2016-04-08,375.5,380.05,370.5,371.6,371.45,4860484,1825111742.0,339.75800000000004,288.0230957653457,-0.0099946695095949,0.9242348842995776
66,2016-04-11,373.95,387.8,373.9,386.0,386.65,6827449,2553124553.55,340.75,288.0230957653457,0.040920716112532,0.9620552376212996
67,2016-04-12,387.95,397.4,387.15,395.5,395.8,7702684,2988256257.8,341.982,288.0230957653457,0.0236648131384973,0.9848220950485204
68,2016-04-13,400.0,411.75,398.15,408.65,408.75,12373115,4949246000.0,343.4189999999999,288.0230957653457,0.0327185447195552,1.0170440408061714
69,2016-04-18,407.65,409.9,402.5,407.0,407.35,5571076,2271049131.4,344.796,288.0230957653457,-0.0034250764525993,1.0135605872107496
70,2016-04-20,407.0,410.35,400.65,403.85,404.1,7589901,3089089707.0,346.287,288.0230957653457,-0.0079783969559347,1.005473998507092
71,2016-04-21,408.7,417.2,406.0,410.5,411.5,9211869,3764890860.3,348.111,288.0230957653457,0.0183122989359068,1.0238865389400351
72,2016-04-22,412.1,420.5,408.0,417.1,417.0,5995998,2470950775.8,349.941,288.0230957653457,0.0133657351154312,1.0375715352077637
73,2016-04-25,417.6,417.6,410.0,412.0,412.2,3272996,1366803129.6,351.44300000000004,288.0230957653457,-0.0115107913669064,1.025628265737746
74,2016-04-26,408.65,423.65,405.05,418.35,419.05,6998505,2859939068.25,353.35400000000004,288.0230957653457,0.0166181465308103,1.0426723065439167
75,2016-04-27,418.95,425.25,414.65,419.1,418.55,6227941,2609195881.95,355.51199999999994,288.0230957653457,-0.0011931750387781,1.0414282159741233
76,2016-04-28,418.8,420.95,409.7,410.45,411.35,7546101,3160307098.8,357.908,288.0230957653457,-0.0172022458487635,1.023513311769097
77,2016-04-29,410.0,413.7,403.05,408.1,408.35,6251095,2562948950.0,360.548,288.0230957653457,-0.0072930594384343,1.0160487683503363
78,2016-05-02,407.95,410.45,402.5,408.2,407.7,4178821,1704750026.95,362.735,288.0230957653457,-0.0015917717644178,1.014431450609605
79,2016-05-03,410.9,422.0,407.8,408.85,409.65,9620804,3953188363.6,364.583,288.0230957653457,0.0047829286239882,1.0192834038317995
80,2016-05-04,405.5,405.5,380.1,383.15,381.8,12069134,4894033837.0,366.196,288.0230957653457,-0.0546984863589664,0.9499875590943028
81,2016-05-05,384.0,396.05,383.15,389.7,391.15,9601341,3686914944.0,367.816,288.0230957653457,0.0244892613933995,0.9732520527494408
82,2016-05-06,388.6,400.9,384.5,397.6,398.7,9953672,3867996939.2,369.51,288.0230957653457,0.0193020580340024,0.9920378203533228
83,2016-05-09,400.35,405.2,395.15,402.65,403.35,8700283,3483158299.05,371.213,288.0230957653457,0.0116629044394283,1.0036078626524023
84,2016-05-10,400.8,400.8,387.15,389.95,388.95,9166453,3673914362.4,372.615,288.0230957653457,-0.0357010040907401,0.96777805424235
85,2016-05-11,384.8,391.95,376.1,380.4,379.85,11595875,4462092700.0,373.841,288.0230957653457,-0.0233963234348887,0.9451356058721084
86,2016-05-12,379.0,388.6,379.0,387.0,387.05,6506343,2465903997.0,375.456,288.0230957653457,0.0189548505989205,0.9630505100771346
87,2016-05-13,391.25,394.0,385.5,389.5,389.95,14027896,5488414310.0,377.291,288.0230957653457,0.007492572019119,0.9702662353819368
88,2016-05-16,393.8,396.7,389.0,390.75,392.7,8248193,3248138403.4,379.109,288.0230957653457,0.007052186177715,0.977108733515801
89,2016-05-17,392.6,395.0,386.6,389.5,389.7,9425555,3700472893.0,380.90899999999993,288.0230957653457,-0.0076394194041252,0.96964419009704
90,2016-05-18,383.5,387.35,381.6,384.75,384.85,8589315,3294002302.5,382.299,288.0230957653457,-0.012445470875032,0.9575765115700432
91,2016-05-19,386.25,393.3,381.95,384.65,386.9,10988676,4244376105.0,383.695,288.0230957653457,0.0053267506820837,0.9626772829061964
92,2016-05-20,386.7,392.7,383.5,384.0,384.45,6537509,2528054730.3,384.65,288.0230957653457,-0.0063323856293615,0.9565812391142084
93,2016-05-23,388.55,389.95,380.1,383.3,381.75,8153090,3167883119.5,385.415,288.0230957653457,-0.0070230198985563,0.9498631500373236
94,2016-05-24,383.8,391.75,382.65,389.0,389.1,10568106,4056039082.8,386.27600000000007,288.0230957653457,0.019253438113949,0.968151281413288
95,2016-05-25,394.0,399.95,394.0,396.55,397.0,8897382,3505568508.0,387.26200000000006,288.0230957653457,0.0203032639424312,0.987807912416025
96,2016-05-26,400.5,402.0,396.75,400.0,399.25,8469732,3392127666.0,388.277,288.0230957653457,0.0056675062972291,0.9934063199800957
97,2016-05-27,400.0,405.0,396.0,403.1,403.9,9035525,3614210000.0,389.27,288.0230957653457,0.0116468378209142,1.004976362279175
98,2016-05-30,404.8,423.6,401.3,423.0,421.25,15767133,6382535438.400001,390.366,288.0230957653457,0.0429561772716018,1.0481463050510087
99,2016-05-31,456.0,464.9,445.0,455.6,459.65,90912995,15566910340.2,392.351,288.0230957653457,0.0547975818590384,1.143692460811148
100,2016-06-01,455.75,458.3,445.0,446.8,449.2,10389215,4734884736.25,394.144,288.0230957653457,-0.0227346894376155,1.1176909679024642
101,2016-06-02,444.1,460.5,444.1,453.0,453.45,13674434,6072816139.400001,395.995,288.0230957653457,0.0094612644701692,1.1282657377457088
102,2016-06-03,458.05,461.8,452.5,452.55,453.95,11672544,5346608779.2,397.75299999999993,288.0230957653457,0.0011026574043444,1.1295098283155025
103,2016-06-06,457.8,465.0,450.2,462.55,460.5,9356808,4283546702.4,399.469,288.0230957653457,0.0144289018614385,1.145807414779797
104,2016-06-07,466.45,466.45,459.0,463.2,463.05,12568902,5862764337.9,401.186,288.0230957653457,0.0055374592833876,1.1521522766857435
105,2016-06-08,465.5,468.8,463.2,465.0,466.15,10467158,4872462049.0,402.969,288.0230957653457,0.0066947413886189,1.1598656382184631
106,2016-06-09,469.45,470.25,465.0,467.0,467.15,8525017,4002069230.65,405.046,288.0230957653457,0.0021452322213879,1.1623538193580505
107,2016-06-10,466.75,466.75,454.5,457.4,456.95,7039858,3285853721.5,406.736,288.0230957653457,-0.0218345285240286,1.1369743717342633
108,2016-06-13,451.0,451.4,436.7,444.55,444.25,9507282,4287784182.0,407.84899999999993,288.0230957653457,-0.0277929751613962,1.1053744712615088
109,2016-06-14,446.9,453.85,441.15,448.7,448.4,9615226,4297044499.4,409.085,288.0230957653457,0.0093415869442881,1.1157004229907947
110,2016-06-15,449.9,453.0,447.25,451.55,452.1,5704865,2566618763.5,410.53399999999993,288.0230957653457,0.0082515611061553,1.1249066932072669
111,2016-06-16,449.7,455.5,446.05,453.9,454.35,7255454,3262777663.8,411.853,288.0230957653457,0.0049767750497677,1.1305051007713374
112,2016-06-17,461.0,465.75,457.3,463.65,464.4,7836702,3612719622.0,413.731,288.0230957653457,0.0221195113898975,1.1555113212241863
113,2016-06-20,464.75,484.2,460.25,482.6,482.05,9261350,4304212412.5,415.838,288.0230957653457,0.0380060292850992,1.1994277183378963
114,2016-06-21,484.0,486.2,477.6,484.3,484.9,8907801,4311375684.0,418.032,288.0230957653457,0.0059122497666217,1.2065190345857193
115,2016-06-22,483.05,484.8,468.05,472.0,472.7,7660165,3700242703.25,420.057,288.0230957653457,-0.0251598267684057,1.1761632246827585
116,2016-06-23,476.1,489.9,476.1,487.75,487.95,9628216,4583993637.6,422.083,288.0230957653457,0.0322614766236513,1.2141079870614595
117,2016-06-24,439.2,453.75,421.25,447.7,449.4,40998600,15566910340.2,423.155,288.0230957653457,-0.0546984863589664,1.118188604130382
118,2016-06-27,451.8,457.25,443.6,447.95,448.95,12450283,5625037859.400001,423.959,288.0230957653457,-0.0010013351134846,1.117068922617568
119,2016-06-28,448.0,448.0,433.0,441.0,440.4,10190394,4565296512.0,424.62,288.0230957653457,-0.0190444370197127,1.0957949738740995
120,2016-06-29,447.1,449.8,445.4,447.0,447.25,6285461,2810229613.1,425.483,288.0230957653457,0.0155540417801998,1.1128390146802702
121,2016-06-30,454.3,462.25,451.55,458.5,459.25,13214064,6003149275.2,426.4380000000001,288.0230957653457,0.0268306316377864,1.142697188355314
122,2016-07-01,463.6,464.75,454.7,459.1,457.9,7027759,3258069072.4,427.256,288.0230957653457,-0.0029395753946652,1.1393381438168717
123,2016-07-04,467.0,474.85,467.0,468.8,469.5,8413087,3928911629.0,428.402,288.0230957653457,0.0253330421489408,1.1682010450360802
124,2016-07-05,468.5,469.0,459.5,460.5,460.9,4934087,2311619759.5,429.239,288.0230957653457,-0.0183173588924387,1.1468026872356325
125,2016-07-07,460.95,465.45,454.1,455.5,455.15,6580663,3033356609.85,429.971,288.0230957653457,-0.0124755912345411,1.132495645683007
126,2016-07-08,464.3,468.2,462.65,466.3,466.3,9263727,4301148446.1,431.07,288.0230957653457,0.0244974184334836,1.1602388653894022
127,2016-07-11,472.1,486.8,472.1,483.85,484.6,10477166,4946270068.6,432.595,288.0230957653457,0.0392451211666309,1.2057725802438437
128,2016-07-12,486.0,488.65,481.1,485.0,484.3,6767972,3289234392.0,434.127,288.0230957653457,-0.0006190672719769,1.2050261259019677
129,2016-07-13,485.95,488.1,477.95,480.65,481.1,5855718,2845586162.1,435.556,288.0230957653457,-0.0066074747057608,1.1970639462552894
130,2016-07-14,480.1,489.3,478.95,485.5,486.1,5983007,2872441660.7000003,437.642,288.0230957653457,0.010392849719393,1.2095048519532243
131,2016-07-15,480.0,501.7,479.65,494.05,494.0,8889558,4266987840.0,439.699,288.0230957653457,0.0162518000411437,1.2291614829559614
132,2016-07-18,495.0,505.0,490.0,490.75,492.65,7463954,3694657230.0,441.578,288.0230957653457,-0.0027327935222672,1.2258024384175188
133,2016-07-19,493.9,503.5,493.45,498.0,499.25,7665519,3785999834.1,443.496,288.0230957653457,0.013396934943672,1.242224433938793
134,2016-07-20,496.3,502.45,492.45,493.5,493.9,5697901,2827868266.3,445.595,288.0230957653457,-0.0107160741111668,1.2289126648420026
135,2016-07-21,498.45,500.0,489.7,490.65,491.05,3658371,1823515024.95,447.819,288.0230957653457,-0.0057703988661671,1.2218213485941798
136,2016-07-22,494.45,508.45,493.5,506.65,507.2,5588143,2763057306.35,450.222,288.0230957653457,0.0328887078708888,1.2620054739985092
137,2016-07-25,505.5,510.95,503.35,508.55,509.0,4638151,2344585330.5,452.603,288.0230957653457,0.0035488958990537,1.2664842000497658
138,2016-07-26,506.05,513.35,502.1,502.95,503.25,6187499,3131183868.9500003,454.814,288.0230957653457,-0.0112966601178782,1.2521771584971406
139,2016-07-27,507.75,513.05,505.5,509.35,510.1,5193425,2636961543.75,457.222,288.0230957653457,0.0136115250869348,1.2692211993033111
140,2016-07-28,510.0,511.9,498.75,508.75,506.85,6338260,3232512600.0,459.662,288.0230957653457,-0.006371299745148,1.2611346105996537
141,2016-07-29,507.8,510.5,501.1,503.35,503.2,3746332,1902387389.6,461.98800000000006,288.0230957653457,-0.0072013416198086,1.2520527494401612
142,2016-08-01,506.8,514.9,505.5,507.85,508.25,4748497,2406538279.6,464.464,288.0230957653457,0.0100357710651828,1.2646180641950753
143,2016-08-02,510.0,511.2,491.15,494.75,493.3,5251838,2678437380.0,466.695,288.0230957653457,-0.0294146581406787,1.22741975615825
144,2016-08-03,494.5,499.5,475.5,479.3,478.4,7925049,3918936730.5,468.481,288.0230957653457,-0.0302047435637543,1.1903458571784042
145,2016-08-04,490.1,501.45,488.6,500.55,500.0,9476008,4644191520.8,470.541,288.0230957653457,0.0451505016722408,1.2440905697934828
146,2016-08-05,507.2,518.7,502.15,517.0,516.4,6393514,3242790300.8,472.884,288.0230957653457,0.0327999999999999,1.284896740482709
147,2016-08-08,518.2,522.6,513.4,514.55,514.8,4649302,2409268296.4,475.102,288.0230957653457,-0.0030983733539892,1.2809156506593695
148,2016-08-09,521.0,522.0,509.2,513.4,513.8,6015760,3134210960.0,476.953,288.0230957653457,-0.0019425019425018,1.2784274695197828
149,2016-08-10,515.6,516.5,502.3,503.65,503.45,6371139,3284959268.4,477.829,288.0230957653457,-0.0201440249124171,1.2526747947250578
150,2016-08-11,503.75,505.0,495.1,502.4,503.25,4112806,2071826022.5,478.91,288.0230957653457,-0.0003972589134968,1.2521771584971404
151,2016-08-12,506.9,519.5,506.15,516.0,516.8,7167435,3633172801.5,480.177,288.0230957653457,0.0269249875807251,1.2858920129385436
152,2016-08-16,512.95,515.0,503.3,506.5,507.6,6034295,3095291620.2500005,481.25,288.0230957653457,-0.0178018575851391,1.2630007464543438
153,2016-08-17,511.1,514.25,505.85,509.4,510.4,5853980,2991969178.0,482.2480000000001,288.0230957653457,0.0055161544523245,1.2699676536451872
154,2016-08-18,512.4,517.9,510.75,510.75,512.05,4990558,2557161919.2,483.228,288.0230957653457,0.0032327586206895,1.2740731525255051
155,2016-08-19,514.0,515.0,508.2,509.8,510.0,4567273,2347578322.0,484.105,288.0230957653457,-0.0040035152817107,1.268972381189352
156,2016-08-22,509.1,513.6,503.1,504.0,503.95,4330313,2204562348.3,484.84100000000007,288.0230957653457,-0.0118627450980391,1.253918885294851
157,2016-08-23,505.25,508.6,500.45,504.5,504.0,5342115,2699103603.75,485.782,288.0230957653457,9.921619208252964e-05,1.2540432943518305
158,2016-08-24,504.7,506.05,493.6,498.0,498.35,5189459,2619119957.3,486.864,288.0230957653457,-0.0112103174603174,1.239985070913164
159,2016-08-25,498.35,503.3,491.3,492.8,493.85,8787262,4379132017.7,487.773,288.0230957653457,-0.0090297983345039,1.2287882557850227
160,2016-08-26,502.0,515.35,486.0,514.25,503.75,16347856,8206623712.0,488.806,288.0230957653457,0.0200465728460057,1.2534212490669334
161,2016-08-29,522.5,528.75,515.4,525.15,525.3,12534399,6549223477.5,490.225,288.0230957653457,0.0427791563275432,1.3070415526250323
162,2016-08-30,528.5,530.8,524.1,529.8,529.0,6611147,3493991189.5,491.51700000000005,288.0230957653457,0.0070435941366839,1.3162478228415042
163,2016-08-31,529.0,548.8,529.0,538.0,537.7,15725942,8319023318.0,492.63,288.0230957653457,0.0164461247637051,1.3378949987559108
164,2016-09-01,540.5,546.65,540.0,544.75,543.65,7571854,4092587087.0,493.805,288.0230957653457,0.0110656499907009,1.352699676536453
165,2016-09-02,552.0,555.9,549.1,549.5,549.85,10097146,5573624592.0,495.348,288.0230957653457,0.0114043962107974,1.3681263996018922
166,2016-09-06,556.35,593.3,556.35,587.75,588.7,15813178,8797661580.300001,497.363,288.0230957653457,0.0547975818590384,1.464792236874846
167,2016-09-07,590.0,598.4,584.0,589.25,587.4,13408927,7911266930.0,500.1230000000001,288.0230957653457,-0.0022082554781723,1.4615576013933829
168,2016-09-08,590.75,591.7,577.75,585.0,584.2,10456258,6177034413.5,502.828,288.0230957653457,-0.0054477357848142,1.4535954217467049
169,2016-09-09,580.0,582.95,571.7,573.0,573.25,7159068,4152259440.0,505.485,288.0230957653457,-0.0187435809654228,1.4263498382682276
170,2016-09-12,551.0,560.0,549.25,553.75,553.45,7055294,3887466994.0,507.6089999999999,288.0230957653457,-0.0345399040558219,1.3770838517044055
171,2016-09-14,556.25,565.35,544.1,564.2,560.5,12364724,6877877725.0,509.634,288.0230957653457,0.0127382780739,1.394625528738494
172,2016-09-15,562.0,566.25,555.4,558.5,557.55,5258859,2955478758.0,511.62700000000007,288.0230957653457,-0.0052631578947369,1.387285394376712
173,2016-09-16,562.4,568.2,546.35,550.6,548.7,10931845,6148069628.0,513.211,288.0230957653457,-0.0158730158730157,1.3652649912913677
174,2016-09-19,553.8,556.4,549.45,553.75,554.45,6979269,3865119172.2,515.082,288.0230957653457,0.0104793147439401,1.3795720328439929
175,2016-09-20,555.0,556.3,545.5,546.9,548.45,6874462,3815326410.0,516.948,288.0230957653457,-0.0108215348543602,1.3646429460064708
176,2016-09-21,548.6,556.4,544.0,550.1,549.9,5919149,3247245141.4,518.62,288.0230957653457,0.0026438143859968,1.3682508086588718
177,2016-09-22,561.2,562.95,551.35,557.4,558.45,6012388,3374152145.6000004,520.097,288.0230957653457,0.0155482815057284,1.3895247574023406
178,2016-09-23,558.5,558.5,551.2,554.5,553.05,4840360,2703341060.0,521.4720000000001,288.0230957653457,-0.0096696212731669,1.3760885792485709
179,2016-09-26,549.95,549.95,533.75,535.8,535.3,6858574,3771872771.3,522.556,288.0230957653457,-0.0320947473103697,1.3319233640209025
180,2016-09-27,537.7,542.0,530.25,533.7,531.95,4912743,2641581911.1000004,523.4730000000001,288.0230957653457,-0.0062581729871098,1.3235879572032865
181,2016-09-28,533.0,545.4,531.5,540.4,540.0,6604953,3520439949.0,524.393,288.0230957653457,0.0151330012219192,1.3436178153769611
182,2016-09-29,543.0,546.9,516.65,525.0,526.3,9315794,5058476142.0,525.066,288.0230957653457,-0.0253703703703704,1.3095297337646197
183,2016-09-30,525.6,536.55,521.2,534.6,534.85,5659248,2974500748.8,525.7779999999999,288.0230957653457,0.0162454873646211,1.3308036825080884
184,2016-10-03,539.4,546.0,539.0,541.5,540.8,4505939,2430503496.6,526.716,288.0230957653457,0.0111246143778627,1.3456083602886306
185,2016-10-04,547.4,552.4,540.65,552.0,549.95,5715454,3128639519.6,527.894,288.0230957653457,0.0169193786982251,1.3683752177158517
186,2016-10-05,555.3,562.4,549.75,557.3,559.65,5929204,3292486981.2,528.943,288.0230957653457,0.0176379670879169,1.3925105747698452
187,2016-10-06,563.1,564.2,549.1,551.75,551.45,4273945,2406658429.5,529.792,288.0230957653457,-0.0146520146520144,1.3721074894252323
188,2016-10-07,554.5,567.3,552.6,565.0,565.7,9122002,5058150109.0,531.041,288.0230957653457,0.0258409647293498,1.4075640706643464
189,2016-10-10,571.1,571.1,560.9,562.95,562.05,3673211,2097770802.1,532.08,288.0230957653457,-0.0064521831359379,1.3984822095048537
190,2016-10-13,556.9,556.9,537.0,544.0,544.85,9510827,5296579556.3,532.84,288.0230957653457,-0.030602259585446,1.355685493903958
191,2016-10-14,546.0,557.45,545.0,557.0,556.1,5872827,3206563542.0,533.898,288.0230957653457,0.0206478847389188,1.3836775317243113
192,2016-10-17,557.85,557.85,545.9,547.5,547.55,3463154,1931920458.9,534.684,288.0230957653457,-0.0153749325660853,1.3624035829808423
